"lineage","module","level","group","median_miR29a","median_ctrl","delta","direction","W","p_value","p_adj_BH"
"CD8","score_Fraietta2018_NR","OVERALL","miR29a_vs_Scr",-0.00777011300752806,-0.00513157663572389,-0.00263853637180417,"down_in_miR29a",22882594,3.78633645704008e-22,4.54360374844809e-22
"CD8","score_Fraietta2018_NR","Proliferative CD8 effector","miR29a_vs_EV",-0.00490064468350532,-0.000329673493368321,-0.004570971190137,"down_in_miR29a",8763355,2.40145634494356e-54,4.80291268988713e-54
"CD8","score_Fraietta2018_NR","Proliferative CD8 effector","miR29a_vs_Scr",-0.00490064468350532,-0.00229461511575252,-0.0026060295677528,"down_in_miR29a",13014672,2.31111963653079e-16,2.31111963653079e-16
"CD8","score_Fraietta2018_NR","Non-cycling exhaustion-like CD8","miR29a_vs_EV",-0.0215890086934993,-0.0123443389561535,-0.00924466973734576,"down_in_miR29a",889012,1.48386484807007e-60,4.4515945442102e-60
"CD8","score_Fraietta2018_NR","Non-cycling exhaustion-like CD8","miR29a_vs_Scr",-0.0215890086934993,-0.0148881253623271,-0.00670088333117211,"down_in_miR29a",1142476,1.47437820674365e-35,2.21156731011547e-35
"CD8","score_Combined_R","OVERALL","miR29a_vs_EV",0.360031765776017,0.370932436502125,-0.0109006707261079,"down_in_miR29a",12870132,1.57823010822482e-256,9.46938064934894e-256
"CD8","score_Combined_R","OVERALL","miR29a_vs_Scr",0.360031765776017,0.368097079439658,-0.00806531366364072,"down_in_miR29a",18872254,1.95394853364607e-148,3.90789706729215e-148
"CD8","score_Combined_R","Proliferative CD8 effector","miR29a_vs_EV",0.360567976290038,0.370376582235382,-0.00980860594534416,"down_in_miR29a",7177590,3.21777272676411e-170,9.65331818029233e-170
"CD8","score_Combined_R","Proliferative CD8 effector","miR29a_vs_Scr",0.360567976290038,0.3676413710525,-0.00707339476246227,"down_in_miR29a",10934496,2.83030884865631e-99,4.24546327298446e-99
"CD8","score_Combined_R","Non-cycling exhaustion-like CD8","miR29a_vs_EV",0.357841313405914,0.372214498569871,-0.0143731851639575,"down_in_miR29a",792023,1.01390583681262e-88,1.21668700417514e-88
"CD8","score_Combined_R","Non-cycling exhaustion-like CD8","miR29a_vs_Scr",0.357841313405914,0.369668145781513,-0.0118268323755991,"down_in_miR29a",1056828,1.09718365373471e-52,1.09718365373471e-52
"CD8","score_Combined_NR","OVERALL","miR29a_vs_EV",0.34089457132826,0.346966105089357,-0.00607153376109681,"down_in_miR29a",15563123,2.87423742313229e-98,1.72454245387937e-97
"CD8","score_Combined_NR","OVERALL","miR29a_vs_Scr",0.34089457132826,0.343683439407475,-0.0027888680792153,"down_in_miR29a",22782942,6.70187117012048e-24,1.00528067551807e-23
"CD8","score_Combined_NR","Proliferative CD8 effector","miR29a_vs_EV",0.339806806329397,0.343683658054868,-0.00387685172547181,"down_in_miR29a",9019482,9.19814624231185e-42,1.83962924846237e-41
"CD8","score_Combined_NR","Proliferative CD8 effector","miR29a_vs_Scr",0.339806806329397,0.341803040713717,-0.00199623438432012,"down_in_miR29a",13241953,1.11781837849836e-11,1.34138205419803e-11
"CD8","score_Combined_NR","Non-cycling exhaustion-like CD8","miR29a_vs_EV",0.345364403528628,0.354492856621151,-0.00912845309252308,"down_in_miR29a",952668,4.84845156743016e-45,1.45453547022905e-44
"CD8","score_Combined_NR","Non-cycling exhaustion-like CD8","miR29a_vs_Scr",0.345364403528628,0.349669953368101,-0.0043055498394734,"down_in_miR29a",1339242,2.80539530236244e-09,2.80539530236244e-09
"CD8","net_Fraietta2018","OVERALL","miR29a_vs_EV",-0.00128124841800591,-0.00528446196531426,0.00400321354730836,"up_in_miR29a",21570523,6.98844897504745e-17,1.04826734625712e-16
"CD8","net_Fraietta2018","OVERALL","miR29a_vs_Scr",-0.00128124841800591,-0.00135108222369199,6.98338056860787e-05,"up_in_miR29a",25308478,0.868620077864773,0.868620077864773
"CD8","net_Fraietta2018","Proliferative CD8 effector","miR29a_vs_EV",-0.0082726070407429,-0.0141640058774392,0.00589139883669629,"up_in_miR29a",12303244,1.11732540478641e-32,3.35197621435922e-32
"CD8","net_Fraietta2018","Proliferative CD8 effector","miR29a_vs_Scr",-0.0082726070407429,-0.00774488379537949,-0.000527723245363404,"down_in_miR29a",14265993,0.675745318780342,0.810894382536411
"CD8","net_Fraietta2018","Non-cycling exhaustion-like CD8","miR29a_vs_EV",0.0353858488350413,0.0192723350257518,0.0161135138092895,"up_in_miR29a",1681157,1.80283034585411e-36,1.08169820751247e-35
"CD8","net_Fraietta2018","Non-cycling exhaustion-like CD8","miR29a_vs_Scr",0.0353858488350413,0.0228761752420857,0.0125096735929556,"up_in_miR29a",1835029,1.57258900743787e-25,3.14517801487574e-25
"CD8","net_Combined","OVERALL","miR29a_vs_EV",0.0180274689287829,0.0231602314275463,-0.00513276249876335,"down_in_miR29a",16015518,4.60827904273496e-79,1.38248371282049e-78
"CD8","net_Combined","OVERALL","miR29a_vs_Scr",0.0180274689287829,0.0235629545045435,-0.00553548557576056,"down_in_miR29a",20339256,6.03900580559936e-89,3.62340348335962e-88
"CD8","net_Combined","Proliferative CD8 effector","miR29a_vs_EV",0.0200914661966693,0.0258218069478731,-0.00573034075120382,"down_in_miR29a",8433078,4.35997021563917e-73,8.71994043127834e-73
"CD8","net_Combined","Proliferative CD8 effector","miR29a_vs_Scr",0.0200914661966693,0.025506787931785,-0.00541532173511566,"down_in_miR29a",11629276,1.58783554502262e-63,2.38175331753393e-63
"CD8","net_Combined","Non-cycling exhaustion-like CD8","miR29a_vs_EV",0.00925390442495228,0.0172377619828756,-0.00798385755792336,"down_in_miR29a",955155,1.75380140580717e-44,1.75380140580717e-44
"CD8","net_Combined","Non-cycling exhaustion-like CD8","miR29a_vs_Scr",0.00925390442495228,0.0183871190828358,-0.00913321465788353,"down_in_miR29a",1040056,1.90797024590137e-56,2.28956429508164e-56
